eventID,parentEventID,occurrenceID,Year,country,countryCode,stateProvince,locality,institutionCode,basisOfRecord,recordedBy,scientificName,scientificNameID,taxonID,acceptedNameUsage,scientificNameAuthorship,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003_001,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Ascidiella aspersa,urn:lsid:marinespecies.org:taxname:103718,103718,Ascidiella aspersa,"(M<9f>ller, 1776)",Animalia,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidiella, ,aspersa,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003_002,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Corynactis carnea,urn:lsid:marinespecies.org:taxname:283837,283837,Corynactis carnea,"Studer, 1879",Animalia,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,Corynactis, ,carnea,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003_003,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Ascidiacea,urn:lsid:marinespecies.org:taxname:103434,103434,Ascidiacea,"Blainville, 1824",Animalia,Chordata,Ascidiacea,Aplousobranchia,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003_004,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Lissoclinum fragile,urn:lsid:marinespecies.org:taxname:250786,250786,Lissoclinum fragile,"(Van Name, 1902)",Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Lissoclinum, ,fragile,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003_005,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Paramolgula gregaria,urn:lsid:marinespecies.org:taxname:250972,250972,Paramolgula gregaria,"(Lesson, 1830)",Animalia,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,Paramolgula, ,gregaria,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003_006,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003_007,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003_008,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003_009,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Polychaeta,urn:lsid:marinespecies.org:taxname:883,883,Polychaeta,"Grube, 1850",Animalia,Annelida,Polychaeta,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003_010,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Corallinophycidae,urn:lsid:marinespecies.org:taxname:368687,368687,Corallinophycidae,,Plantae,Rhodophyta,Florideophyceae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003_011,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Rhodymeniophycidae,urn:lsid:marinespecies.org:taxname:196243,196243,Rhodymeniophycidae,"G.W.Saunders & Hommersand, 2004",Plantae,Rhodophyta,Florideophyceae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003_012,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Phaeophyceae,urn:lsid:marinespecies.org:taxname:830,830,Phaeophyceae,"Kjellman, 1891",Chromista,Ochrophyta,Phaeophyceae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q003_013,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Leucippa pentagona,urn:lsid:marinespecies.org:taxname:441460,441460,Leucippa pentagona,"H. Milne Edwards, 1834",Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Leucippa, ,pentagona,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q004_001,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Ascidiacea,urn:lsid:marinespecies.org:taxname:103434,103434,Ascidiacea,"Blainville, 1824",Animalia,Chordata,Ascidiacea,Aplousobranchia,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q004_002,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q004_003,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Rhodymeniophycidae,urn:lsid:marinespecies.org:taxname:196243,196243,Rhodymeniophycidae,"G.W.Saunders & Hommersand, 2004",Plantae,Rhodophyta,Florideophyceae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q004_004,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Phaeophyceae,urn:lsid:marinespecies.org:taxname:830,830,Phaeophyceae,"Kjellman, 1891",Chromista,Ochrophyta,Phaeophyceae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q004_005,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Tegula patagonica,urn:lsid:marinespecies.org:taxname:533470,533470,Tegula patagonica,"(d'Orbigny, 1835)",Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula, ,patagonica,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q004_006,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Pleurobranchaea maculata,urn:lsid:marinespecies.org:taxname:531612,531612,Pleurobranchaea maculata,"(Quoy & Gaimard, 1832)",Animalia,Mollusca,Gastropoda,Pleurobranchida,Pleurobranchaeidae,Pleurobranchaea, ,maculata,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005_001,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Corella eumyota,urn:lsid:marinespecies.org:taxname:173223,173223,Corella eumyota,"Traustedt, 1882",Animalia,Chordata,Ascidiacea,Phlebobranchia,Corellidae,Corella, ,eumyota,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005_002,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Corynactis carnea,urn:lsid:marinespecies.org:taxname:283837,283837,Corynactis carnea,"Studer, 1879",Animalia,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,Corynactis, ,carnea,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005_003,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Ascidiacea,urn:lsid:marinespecies.org:taxname:103434,103434,Ascidiacea,"Blainville, 1824",Animalia,Chordata,Ascidiacea,Aplousobranchia,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005_004,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Lithophaginae,urn:lsid:marinespecies.org:taxname:510723,510723,Lithophaginae,"H. Adams & A. Adams, 1857",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005_005,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Lissoclinum fragile,urn:lsid:marinespecies.org:taxname:250786,250786,Lissoclinum fragile,"(Van Name, 1902)",Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Lissoclinum, ,fragile,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005_006,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005_007,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005_008,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Darwinella rosacea,urn:lsid:marinespecies.org:taxname:164872,164872,Darwinella rosacea,"Hechtel, 1965",Animalia,Porifera,Demospongiae,Dendroceratida,Darwinellidae,Darwinella, ,rosacea,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005_009,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005_010,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Corallinophycidae,urn:lsid:marinespecies.org:taxname:368687,368687,Corallinophycidae,,Plantae,Rhodophyta,Florideophyceae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005_011,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Rhodymeniophycidae,urn:lsid:marinespecies.org:taxname:196243,196243,Rhodymeniophycidae,"G.W.Saunders & Hommersand, 2004",Plantae,Rhodophyta,Florideophyceae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005_012,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Phaeophyceae,urn:lsid:marinespecies.org:taxname:830,830,Phaeophyceae,"Kjellman, 1891",Chromista,Ochrophyta,Phaeophyceae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_CAVEFLOOR_Q005_013,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Tegula patagonica,urn:lsid:marinespecies.org:taxname:533470,533470,Tegula patagonica,"(d'Orbigny, 1835)",Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula, ,patagonica,
